period,product_name,total_cost,avg_quarterly,avg_diff,avg_change,sale_performance
2011-Q3,Acrylic Faceted Bangle,20.6,76.33,-55.73,Below Avg,Increased
2011-Q4,Acrylic Faceted Bangle,71.6,76.33,-4.73,Below Avg,Increased
2010-Q4,Advent Calendar Gingham Sack,-136.69,1306.65,-1443.34,Below Avg,First quarter
2011-Q1,Advent Calendar Gingham Sack,5.68,1306.65,-1300.97,Below Avg,Increased
2011-Q2,Advent Calendar Gingham Sack,59.5,1306.65,-1247.15,Below Avg,Increased
2011-Q3,Advent Calendar Gingham Sack,1517.93,1306.65,211.28,Above Avg,Increased
2011-Q4,Advent Calendar Gingham Sack,5086.82,1306.65,3780.17,Above Avg,Increased
2010-Q4,Aged Glass Silver T-Light Holder,650.04,1381.6,-731.56,Below Avg,First quarter
2011-Q1,Aged Glass Silver T-Light Holder,1561.48,1381.6,179.88,Above Avg,Increased
2011-Q2,Aged Glass Silver T-Light Holder,1422.14,1381.6,40.54,Above Avg,Decreased
2011-Q3,Aged Glass Silver T-Light Holder,1747.56,1381.6,365.96,Above Avg,Increased
2011-Q4,Aged Glass Silver T-Light Holder,1526.8,1381.6,145.2,Above Avg,Decreased
2010-Q4,Airline Bag Vintage Jet Set Brown,238.21,325.31,-87.1,Below Avg,First quarter
2011-Q1,Airline Bag Vintage Jet Set Brown,294.9,325.31,-30.41,Below Avg,Increased
2011-Q2,Airline Bag Vintage Jet Set Brown,236.77,325.31,-88.54,Below Avg,Decreased
2011-Q3,Airline Bag Vintage Jet Set Brown,429.7,325.31,104.39,Above Avg,Increased
2011-Q4,Airline Bag Vintage Jet Set Brown,426.96,325.31,101.65,Above Avg,Decreased
2010-Q4,Airline Bag Vintage Jet Set Red,250.95,482.1,-231.15,Below Avg,First quarter
2011-Q1,Airline Bag Vintage Jet Set Red,502.69,482.1,20.59,Above Avg,Increased
2011-Q2,Airline Bag Vintage Jet Set Red,288.58,482.1,-193.52,Below Avg,Decreased
2011-Q3,Airline Bag Vintage Jet Set Red,609.21,482.1,127.11,Above Avg,Increased
2011-Q4,Airline Bag Vintage Jet Set Red,759.09,482.1,276.99,Above Avg,Increased
2010-Q4,Airline Bag Vintage Jet Set White,118.68,226.64,-107.96,Below Avg,First quarter
2011-Q1,Airline Bag Vintage Jet Set White,231.73,226.64,5.09,Above Avg,Increased
2011-Q2,Airline Bag Vintage Jet Set White,227.76,226.64,1.12,Above Avg,Decreased
2011-Q3,Airline Bag Vintage Jet Set White,225.69,226.64,-0.95,Below Avg,Decreased
2011-Q4,Airline Bag Vintage Jet Set White,329.34,226.64,102.7,Above Avg,Increased
2010-Q4,Airline Bag Vintage Tokyo 78,626.01,1002.91,-376.9,Below Avg,First quarter
2011-Q1,Airline Bag Vintage Tokyo 78,878.34,1002.91,-124.57,Below Avg,Increased
2011-Q2,Airline Bag Vintage Tokyo 78,831.33,1002.91,-171.58,Below Avg,Decreased
2011-Q3,Airline Bag Vintage Tokyo 78,962.55,1002.91,-40.36,Below Avg,Increased
2011-Q4,Airline Bag Vintage Tokyo 78,1716.31,1002.91,713.4,Above Avg,Increased
2010-Q4,Airline Bag Vintage World Champion,105.96,257.05,-151.09,Below Avg,First quarter
2011-Q1,Airline Bag Vintage World Champion,287.5,257.05,30.45,Above Avg,Increased
2011-Q2,Airline Bag Vintage World Champion,174.04,257.05,-83.01,Below Avg,Decreased
2011-Q3,Airline Bag Vintage World Champion,272.05,257.05,15,Above Avg,Increased
2011-Q4,Airline Bag Vintage World Champion,445.69,257.05,188.64,Above Avg,Increased
2010-Q4,Alarm Clock Bakelike Chocolate,486.87,1609.72,-1122.85,Below Avg,First quarter
2011-Q1,Alarm Clock Bakelike Chocolate,1442.52,1609.72,-167.2,Below Avg,Increased
2011-Q2,Alarm Clock Bakelike Chocolate,1353.43,1609.72,-256.29,Below Avg,Decreased
2011-Q3,Alarm Clock Bakelike Chocolate,1656.09,1609.72,46.37,Above Avg,Increased
2011-Q4,Alarm Clock Bakelike Chocolate,3109.69,1609.72,1499.97,Above Avg,Increased
2010-Q4,Alarm Clock Bakelike Ivory,978.87,2313.18,-1334.31,Below Avg,First quarter
2011-Q1,Alarm Clock Bakelike Ivory,1412.28,2313.18,-900.9,Below Avg,Increased
2011-Q2,Alarm Clock Bakelike Ivory,1528.73,2313.18,-784.45,Below Avg,Increased
2011-Q3,Alarm Clock Bakelike Ivory,3416.15,2313.18,1102.97,Above Avg,Increased
2011-Q4,Alarm Clock Bakelike Ivory,4229.87,2313.18,1916.69,Above Avg,Increased
2010-Q4,Alarm Clock Bakelike Pink,1454.98,4148.68,-2693.7,Below Avg,First quarter
2011-Q1,Alarm Clock Bakelike Pink,2250.95,4148.68,-1897.73,Below Avg,Increased
2011-Q2,Alarm Clock Bakelike Pink,4246.26,4148.68,97.58,Above Avg,Increased
2011-Q3,Alarm Clock Bakelike Pink,5756.72,4148.68,1608.04,Above Avg,Increased
2011-Q4,Alarm Clock Bakelike Pink,7034.49,4148.68,2885.81,Above Avg,Increased
2010-Q4,Alarm Clock Bakelike Red,2100.41,6123.72,-4023.31,Below Avg,First quarter
2011-Q1,Alarm Clock Bakelike Red,3509.48,6123.72,-2614.24,Below Avg,Increased
2011-Q2,Alarm Clock Bakelike Red,5852.08,6123.72,-271.64,Below Avg,Increased
2011-Q3,Alarm Clock Bakelike Red,6568.9,6123.72,445.18,Above Avg,Increased
2011-Q4,Alarm Clock Bakelike Red,12587.75,6123.72,6464.03,Above Avg,Increased
2011-Q1,Allium Artificial Flower,30.42,9.58,20.84,Above Avg,First quarter
2011-Q2,Allium Artificial Flower,-5.07,9.58,-14.65,Below Avg,Decreased
2011-Q3,Allium Artificial Flower,3.38,9.58,-6.2,Below Avg,Increased
2010-Q4,Alphabet Hearts Sticker Sheet,38.98,72.06,-33.08,Below Avg,First quarter
2011-Q1,Alphabet Hearts Sticker Sheet,135.64,72.06,63.58,Above Avg,Increased
2011-Q2,Alphabet Hearts Sticker Sheet,130.66,72.06,58.6,Above Avg,Decreased
2011-Q3,Alphabet Hearts Sticker Sheet,20.57,72.06,-51.49,Below Avg,Decreased
2011-Q4,Alphabet Hearts Sticker Sheet,34.43,72.06,-37.63,Below Avg,Increased
2010-Q4,Alphabet Stencil Craft,95.01,518.62,-423.61,Below Avg,First quarter
2011-Q1,Alphabet Stencil Craft,373.81,518.62,-144.81,Below Avg,Increased
2011-Q2,Alphabet Stencil Craft,489.21,518.62,-29.41,Below Avg,Increased
2011-Q3,Alphabet Stencil Craft,819.53,518.62,300.91,Above Avg,Increased
2011-Q4,Alphabet Stencil Craft,815.54,518.62,296.92,Above Avg,Decreased
2011-Q2,Aluminium Stamped Heart,794.47,655.64,138.83,Above Avg,First quarter
2011-Q3,Aluminium Stamped Heart,624.4,655.64,-31.24,Below Avg,Decreased
2011-Q4,Aluminium Stamped Heart,548.06,655.64,-107.58,Below Avg,Decreased
2010-Q4,Anemone Artificial Flower,3.38,3.38,0,Avg,First quarter
2011-Q1,Anemone Artificial Flower,6.76,3.38,3.38,Above Avg,Increased
2011-Q3,Anemone Artificial Flower,0,3.38,-3.38,Below Avg,Decreased
2010-Q4,Angel Decoration 3 Buttons,464.13,330.78,133.35,Above Avg,First quarter
2011-Q1,Angel Decoration 3 Buttons,19.96,330.78,-310.82,Below Avg,Decreased
2011-Q2,Angel Decoration 3 Buttons,50.31,330.78,-280.47,Below Avg,Increased
2011-Q3,Angel Decoration 3 Buttons,283.22,330.78,-47.56,Below Avg,Increased
2011-Q4,Angel Decoration 3 Buttons,836.27,330.78,505.49,Above Avg,Increased
2010-Q4,Angel Decoration Painted Zinc,64.8,191.51,-126.71,Below Avg,First quarter
2011-Q3,Angel Decoration Painted Zinc,205.51,191.51,14,Above Avg,Increased
2011-Q4,Angel Decoration Painted Zinc,304.23,191.51,112.72,Above Avg,Increased
2010-Q4,Angel Decoration Stars On Dress,74.53,219.96,-145.43,Below Avg,First quarter
2011-Q1,Angel Decoration Stars On Dress,0.42,219.96,-219.54,Below Avg,Decreased
2011-Q2,Angel Decoration Stars On Dress,5.43,219.96,-214.53,Below Avg,Increased
2011-Q3,Angel Decoration Stars On Dress,334.58,219.96,114.62,Above Avg,Increased
2011-Q4,Angel Decoration Stars On Dress,684.85,219.96,464.89,Above Avg,Increased
2010-Q4,Animal Stickers,19.74,73.46,-53.72,Below Avg,First quarter
2011-Q1,Animal Stickers,86.1,73.46,12.64,Above Avg,Increased
2011-Q2,Animal Stickers,65.73,73.46,-7.73,Below Avg,Decreased
2011-Q3,Animal Stickers,90.09,73.46,16.63,Above Avg,Increased
2011-Q4,Animal Stickers,105.63,73.46,32.17,Above Avg,Increased
2010-Q4,Ant Copper Boudicca Bracelet,150.88,245.88,-95,Below Avg,First quarter
2011-Q1,Ant Copper Boudicca Bracelet,195.41,245.88,-50.47,Below Avg,Increased
2011-Q2,Ant Copper Boudicca Bracelet,64.56,245.88,-181.32,Below Avg,Decreased
2011-Q3,Ant Copper Boudicca Bracelet,307.74,245.88,61.86,Above Avg,Increased
2011-Q4,Ant Copper Boudicca Bracelet,510.83,245.88,264.95,Above Avg,Increased
2010-Q4,Ant Silver Boudicca Ring,23.6,33.04,-9.44,Below Avg,First quarter
2011-Q1,Ant Silver Boudicca Ring,20.65,33.04,-12.39,Below Avg,Decreased
2011-Q2,Ant Silver Boudicca Ring,32.45,33.04,-0.59,Below Avg,Increased
2011-Q3,Ant Silver Boudicca Ring,0,33.04,-33.04,Below Avg,Decreased
2011-Q4,Ant Silver Boudicca Ring,88.5,33.04,55.46,Above Avg,Increased
2010-Q4,Antique All Glass Candlestick,381,521.55,-140.55,Below Avg,First quarter
2011-Q1,Antique All Glass Candlestick,514.33,521.55,-7.22,Below Avg,Increased
2011-Q2,Antique All Glass Candlestick,467.92,521.55,-53.63,Below Avg,Decreased
2011-Q3,Antique All Glass Candlestick,434.4,521.55,-87.15,Below Avg,Decreased
2011-Q4,Antique All Glass Candlestick,810.1,521.55,288.55,Above Avg,Increased
2010-Q4,Antique Cream Cutlery Cupboard,8.47,106.04,-97.57,Below Avg,First quarter
2011-Q1,Antique Cream Cutlery Cupboard,306.59,106.04,200.55,Above Avg,Increased
2011-Q2,Antique Cream Cutlery Cupboard,38.25,106.04,-67.79,Below Avg,Decreased
2011-Q3,Antique Cream Cutlery Cupboard,138.63,106.04,32.59,Above Avg,Increased
2011-Q4,Antique Cream Cutlery Cupboard,38.25,106.04,-67.79,Below Avg,Decreased
2010-Q4,Antique Flower Earrings,8.48,21.99,-13.51,Below Avg,First quarter
2011-Q1,Antique Flower Earrings,16.78,21.99,-5.21,Below Avg,Increased
2011-Q2,Antique Flower Earrings,33.9,21.99,11.91,Above Avg,Increased
2011-Q3,Antique Flower Earrings,34,21.99,12.01,Above Avg,Increased
2011-Q4,Antique Flower Earrings,16.8,21.99,-5.19,Below Avg,Decreased
2010-Q4,Antique Glass Dressing Table Pot,678.7,1085.71,-407.01,Below Avg,First quarter
2011-Q1,Antique Glass Dressing Table Pot,647.35,1085.71,-438.36,Below Avg,Decreased
2011-Q2,Antique Glass Dressing Table Pot,766.09,1085.71,-319.62,Below Avg,Increased
2011-Q3,Antique Glass Dressing Table Pot,1378.25,1085.71,292.54,Above Avg,Increased
2011-Q4,Antique Glass Dressing Table Pot,1958.16,1085.71,872.45,Above Avg,Increased
2010-Q4,Antique Glass Pedestal Bowl,512.16,829.6,-317.44,Below Avg,First quarter
2011-Q1,Antique Glass Pedestal Bowl,756.07,829.6,-73.53,Below Avg,Increased
2011-Q2,Antique Glass Pedestal Bowl,708.16,829.6,-121.44,Below Avg,Decreased
2011-Q3,Antique Glass Pedestal Bowl,821.46,829.6,-8.14,Below Avg,Increased
2011-Q4,Antique Glass Pedestal Bowl,1350.15,829.6,520.55,Above Avg,Increased
2011-Q4,Antique Heart Shelf Unit,3945.82,3945.82,0,Avg,First quarter
2011-Q2,Antique Ivory Wire Bowl Small,151.89,74.69,77.2,Above Avg,First quarter
2011-Q3,Antique Ivory Wire Bowl Small,34.84,74.69,-39.85,Below Avg,Decreased
2011-Q4,Antique Ivory Wire Bowl Small,37.33,74.69,-37.36,Below Avg,Increased
2011-Q1,Antique Lily Fairy Lights,-14.85,-14.85,0,Avg,First quarter
2011-Q2,Antique Silver Bauble Lamp,83.2,1151.49,-1068.29,Below Avg,First quarter
2011-Q3,Antique Silver Bauble Lamp,1220.55,1151.49,69.06,Above Avg,Increased
2011-Q4,Antique Silver Bauble Lamp,2150.73,1151.49,999.24,Above Avg,Increased
2010-Q4,Antique Silver Tea Glass Engraved,662.97,2038.3,-1375.33,Below Avg,First quarter
2011-Q1,Antique Silver Tea Glass Engraved,1870.15,2038.3,-168.15,Below Avg,Increased
2011-Q2,Antique Silver Tea Glass Engraved,1827.46,2038.3,-210.84,Below Avg,Decreased
2011-Q3,Antique Silver Tea Glass Engraved,2925.45,2038.3,887.15,Above Avg,Increased
2011-Q4,Antique Silver Tea Glass Engraved,2905.45,2038.3,867.15,Above Avg,Decreased
2010-Q4,Antique Silver Tea Glass Etched,3233.03,5097.08,-1864.05,Below Avg,First quarter
2011-Q1,Antique Silver Tea Glass Etched,3831.82,5097.08,-1265.26,Below Avg,Increased
2011-Q2,Antique Silver Tea Glass Etched,5097.94,5097.08,0.86,Above Avg,Increased
2011-Q3,Antique Silver Tea Glass Etched,5580.67,5097.08,483.59,Above Avg,Increased
2011-Q4,Antique Silver Tea Glass Etched,7741.96,5097.08,2644.88,Above Avg,Increased
2010-Q4,Antique Tall Swirlglass Trinket Pot,555.84,707.65,-151.81,Below Avg,First quarter
2011-Q1,Antique Tall Swirlglass Trinket Pot,1152.97,707.65,445.32,Above Avg,Increased
2011-Q2,Antique Tall Swirlglass Trinket Pot,344.68,707.65,-362.97,Below Avg,Decreased
2011-Q3,Antique Tall Swirlglass Trinket Pot,643.88,707.65,-63.77,Below Avg,Increased
2011-Q4,Antique Tall Swirlglass Trinket Pot,840.87,707.65,133.22,Above Avg,Increased
2011-Q2,Apothecary Measuring Jar,158.8,271.26,-112.46,Below Avg,First quarter
2011-Q3,Apothecary Measuring Jar,333.8,271.26,62.54,Above Avg,Increased
2011-Q4,Apothecary Measuring Jar,321.18,271.26,49.92,Above Avg,Decreased
2010-Q4,Apple Bath Sponge,513.04,384.73,128.31,Above Avg,First quarter
2011-Q1,Apple Bath Sponge,186.28,384.73,-198.45,Below Avg,Decreased
2011-Q2,Apple Bath Sponge,347.63,384.73,-37.1,Below Avg,Increased
2011-Q3,Apple Bath Sponge,265.49,384.73,-119.24,Below Avg,Decreased
2011-Q4,Apple Bath Sponge,611.23,384.73,226.5,Above Avg,Increased
2010-Q4,Apron Apple Delight,63.88,464.67,-400.79,Below Avg,First quarter
2011-Q1,Apron Apple Delight,496.32,464.67,31.65,Above Avg,Increased
2011-Q2,Apron Apple Delight,594.54,464.67,129.87,Above Avg,Increased
2011-Q3,Apron Apple Delight,415.3,464.67,-49.37,Below Avg,Decreased
2011-Q4,Apron Apple Delight,753.33,464.67,288.66,Above Avg,Increased
2010-Q4,Ass Colour Glowing Tiaras,11.9,43.04,-31.14,Below Avg,First quarter
2011-Q1,Ass Colour Glowing Tiaras,11.76,43.04,-31.28,Below Avg,Decreased
2011-Q2,Ass Colour Glowing Tiaras,27.2,43.04,-15.84,Below Avg,Increased
2011-Q3,Ass Colour Glowing Tiaras,110.8,43.04,67.76,Above Avg,Increased
2011-Q4,Ass Colour Glowing Tiaras,53.55,43.04,10.51,Above Avg,Decreased
2010-Q4,Ass Des Phone Sponge Craft Sticker,63.75,30.62,33.13,Above Avg,First quarter
2011-Q1,Ass Des Phone Sponge Craft Sticker,34.2,30.62,3.58,Above Avg,Decreased
2011-Q2,Ass Des Phone Sponge Craft Sticker,0.65,30.62,-29.97,Below Avg,Decreased
2011-Q3,Ass Des Phone Sponge Craft Sticker,39,30.62,8.38,Above Avg,Increased
2011-Q4,Ass Des Phone Sponge Craft Sticker,15.49,30.62,-15.13,Below Avg,Decreased
2010-Q4,Assorted Cakes Fridge Magnets,7.8,8.94,-1.14,Below Avg,First quarter
2011-Q1,Assorted Cakes Fridge Magnets,15.6,8.94,6.66,Above Avg,Increased
2011-Q3,Assorted Cakes Fridge Magnets,7.8,8.94,-1.14,Below Avg,Decreased
2011-Q4,Assorted Cakes Fridge Magnets,4.55,8.94,-4.39,Below Avg,Decreased
2010-Q4,Assorted Circular Mobile,4.37,30.87,-26.5,Below Avg,First quarter
2011-Q1,Assorted Circular Mobile,87.87,30.87,57,Above Avg,Increased
2011-Q2,Assorted Circular Mobile,19.27,30.87,-11.6,Below Avg,Decreased
2011-Q3,Assorted Circular Mobile,34.23,30.87,3.36,Above Avg,Increased
2011-Q4,Assorted Circular Mobile,8.61,30.87,-22.26,Below Avg,Decreased
2010-Q4,Assorted Colour Lizard Suction Hook,30.24,78.6,-48.36,Below Avg,First quarter
2011-Q1,Assorted Colour Lizard Suction Hook,118.32,78.6,39.72,Above Avg,Increased
2011-Q2,Assorted Colour Lizard Suction Hook,58.38,78.6,-20.22,Below Avg,Decreased
2011-Q3,Assorted Colour Lizard Suction Hook,45,78.6,-33.6,Below Avg,Decreased
2011-Q4,Assorted Colour Lizard Suction Hook,141.06,78.6,62.46,Above Avg,Increased
2010-Q4,Assorted Colour Metal Cat,15,27.75,-12.75,Below Avg,First quarter
2011-Q1,Assorted Colour Metal Cat,1.25,27.75,-26.5,Below Avg,Decreased
2011-Q2,Assorted Colour Metal Cat,62.5,27.75,34.75,Above Avg,Increased
2011-Q3,Assorted Colour Metal Cat,12.5,27.75,-15.25,Below Avg,Decreased
2011-Q4,Assorted Colour Metal Cat,47.5,27.75,19.75,Above Avg,Increased
2010-Q4,Assorted Colour Mini Cases,1041.93,2497.39,-1455.46,Below Avg,First quarter
2011-Q1,Assorted Colour Mini Cases,3255.39,2497.39,758,Above Avg,Increased
2011-Q2,Assorted Colour Mini Cases,1712.81,2497.39,-784.58,Below Avg,Decreased
2011-Q3,Assorted Colour Mini Cases,2645.77,2497.39,148.38,Above Avg,Increased
2011-Q4,Assorted Colour Mini Cases,3831.07,2497.39,1333.68,Above Avg,Increased
2010-Q4,Assorted Colour Suction Cup Hook,9.5,7.45,2.05,Above Avg,First quarter
2011-Q1,Assorted Colour Suction Cup Hook,0.57,7.45,-6.88,Below Avg,Decreased
2011-Q2,Assorted Colour Suction Cup Hook,4.75,7.45,-2.7,Below Avg,Increased
2011-Q3,Assorted Colour Suction Cup Hook,21.47,7.45,14.02,Above Avg,Increased
2011-Q4,Assorted Colour Suction Cup Hook,0.95,7.45,-6.5,Below Avg,Decreased
2010-Q4,Assorted Colour T-Light Holder,1125.36,468.75,656.61,Above Avg,First quarter
2011-Q1,Assorted Colour T-Light Holder,267.24,468.75,-201.51,Below Avg,Decreased
2011-Q2,Assorted Colour T-Light Holder,341.4,468.75,-127.35,Below Avg,Increased
2011-Q3,Assorted Colour T-Light Holder,259.14,468.75,-209.61,Below Avg,Decreased
2011-Q4,Assorted Colour T-Light Holder,350.59,468.75,-118.16,Below Avg,Increased
2010-Q4,Assorted Coloured Circle Mobile,2.1,40.01,-37.91,Below Avg,First quarter
2011-Q1,Assorted Coloured Circle Mobile,158.04,40.01,118.03,Above Avg,Increased
2011-Q2,Assorted Coloured Circle Mobile,13.02,40.01,-26.99,Below Avg,Decreased
2011-Q3,Assorted Coloured Circle Mobile,20.16,40.01,-19.85,Below Avg,Increased
2011-Q4,Assorted Coloured Circle Mobile,6.72,40.01,-33.29,Below Avg,Decreased
2010-Q4,Assorted Flower Colour Leis,233.45,986.97,-753.52,Below Avg,First quarter
2011-Q1,Assorted Flower Colour Leis,680.32,986.97,-306.65,Below Avg,Increased
2011-Q2,Assorted Flower Colour Leis,1887.48,986.97,900.51,Above Avg,Increased
2011-Q3,Assorted Flower Colour Leis,1600.25,986.97,613.28,Above Avg,Decreased
2011-Q4,Assorted Flower Colour Leis,533.37,986.97,-453.6,Below Avg,Decreased
2010-Q4,Assorted Monkey Suction Cup Hook,0.42,49.15,-48.73,Below Avg,First quarter
2011-Q1,Assorted Monkey Suction Cup Hook,82.26,49.15,33.11,Above Avg,Increased
2011-Q2,Assorted Monkey Suction Cup Hook,52.92,49.15,3.77,Above Avg,Decreased
2011-Q3,Assorted Monkey Suction Cup Hook,71.52,49.15,22.37,Above Avg,Increased
2011-Q4,Assorted Monkey Suction Cup Hook,38.64,49.15,-10.51,Below Avg,Decreased
2011-Q1,Assorted Shapes Photo Clip Silver,132.01,55.75,76.26,Above Avg,First quarter
2011-Q2,Assorted Shapes Photo Clip Silver,4.55,55.75,-51.2,Below Avg,Decreased
2011-Q3,Assorted Shapes Photo Clip Silver,7.8,55.75,-47.95,Below Avg,Increased
2011-Q4,Assorted Shapes Photo Clip Silver,78.65,55.75,22.9,Above Avg,Increased
2010-Q4,Assorted Tutti Frutti Bracelet,42.64,137.66,-95.02,Below Avg,First quarter
2011-Q1,Assorted Tutti Frutti Bracelet,107.41,137.66,-30.25,Below Avg,Increased
2011-Q2,Assorted Tutti Frutti Bracelet,61.9,137.66,-75.76,Below Avg,Decreased
2011-Q3,Assorted Tutti Frutti Bracelet,195.73,137.66,58.07,Above Avg,Increased
2011-Q4,Assorted Tutti Frutti Bracelet,280.61,137.66,142.95,Above Avg,Increased
2010-Q4,Assorted Tutti Frutti Fob Notebook,33.76,126.77,-93.01,Below Avg,First quarter
2011-Q1,Assorted Tutti Frutti Fob Notebook,187.22,126.77,60.45,Above Avg,Increased
2011-Q2,Assorted Tutti Frutti Fob Notebook,87.49,126.77,-39.28,Below Avg,Decreased
2011-Q3,Assorted Tutti Frutti Fob Notebook,44.21,126.77,-82.56,Below Avg,Decreased
2011-Q4,Assorted Tutti Frutti Fob Notebook,281.15,126.77,154.38,Above Avg,Increased
2010-Q4,Assorted Tutti Frutti Large Purse,67.2,44.52,22.68,Above Avg,First quarter
2011-Q1,Assorted Tutti Frutti Large Purse,50.4,44.52,5.88,Above Avg,Decreased
2011-Q2,Assorted Tutti Frutti Large Purse,2.1,44.52,-42.42,Below Avg,Decreased
2011-Q3,Assorted Tutti Frutti Large Purse,84,44.52,39.48,Above Avg,Increased
2011-Q4,Assorted Tutti Frutti Large Purse,18.9,44.52,-25.62,Below Avg,Decreased
2010-Q4,Asstd Col Butterfly/Crystal W/Chime,62.99,43.77,19.22,Above Avg,First quarter
2011-Q1,Asstd Col Butterfly/Crystal W/Chime,74.19,43.77,30.42,Above Avg,Increased
2011-Q2,Asstd Col Butterfly/Crystal W/Chime,66.69,43.77,22.92,Above Avg,Decreased
2011-Q3,Asstd Col Butterfly/Crystal W/Chime,1.25,43.77,-42.52,Below Avg,Decreased
2011-Q4,Asstd Col Butterfly/Crystal W/Chime,13.75,43.77,-30.02,Below Avg,Increased
2010-Q4,Asstd Design 3D Paper Stickers,67.25,67.68,-0.43,Below Avg,First quarter
2011-Q1,Asstd Design 3D Paper Stickers,169.5,67.68,101.82,Above Avg,Increased
2011-Q2,Asstd Design 3D Paper Stickers,4.25,67.68,-63.43,Below Avg,Decreased
2011-Q3,Asstd Design 3D Paper Stickers,62.9,67.68,-4.78,Below Avg,Increased
2011-Q4,Asstd Design 3D Paper Stickers,34.48,67.68,-33.2,Below Avg,Decreased
2010-Q4,Asstd Design Racing Car Pen,136.73,430.48,-293.75,Below Avg,First quarter
2011-Q1,Asstd Design Racing Car Pen,210.06,430.48,-220.42,Below Avg,Increased
2011-Q2,Asstd Design Racing Car Pen,475.05,430.48,44.57,Above Avg,Increased
2011-Q3,Asstd Design Racing Car Pen,831.68,430.48,401.2,Above Avg,Increased
2011-Q4,Asstd Design Racing Car Pen,498.87,430.48,68.39,Above Avg,Decreased
2011-Q1,Asstd Rasta Key-Chains,0.42,1.89,-1.47,Below Avg,First quarter
2011-Q4,Asstd Rasta Key-Chains,3.36,1.89,1.47,Above Avg,Increased
2010-Q4,Babushka Lights String Of 10,405.35,722.74,-317.39,Below Avg,First quarter
2011-Q1,Babushka Lights String Of 10,886.38,722.74,163.64,Above Avg,Increased
2011-Q2,Babushka Lights String Of 10,634.5,722.74,-88.24,Below Avg,Decreased
2011-Q3,Babushka Lights String Of 10,565.75,722.74,-156.99,Below Avg,Decreased
2011-Q4,Babushka Lights String Of 10,1121.74,722.74,399,Above Avg,Increased
2010-Q4,Bag 125G Swirly Marbles,163.28,698.47,-535.19,Below Avg,First quarter
2011-Q1,Bag 125G Swirly Marbles,353.45,698.47,-345.02,Below Avg,Increased
2011-Q2,Bag 125G Swirly Marbles,929.06,698.47,230.59,Above Avg,Increased
2011-Q3,Bag 125G Swirly Marbles,1204.05,698.47,505.58,Above Avg,Increased
2011-Q4,Bag 125G Swirly Marbles,842.51,698.47,144.04,Above Avg,Decreased
2010-Q4,Bag 250G Swirly Marbles,335.6,807.08,-471.48,Below Avg,First quarter
2011-Q1,Bag 250G Swirly Marbles,620.43,807.08,-186.65,Below Avg,Increased
